Date,Bond_Yield_10Y,PE,ERP,IndexCode,IndexName,Currency,BondCode
2006/3/1,0.0289999999999999,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/2,0.0289999999999999,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/3,0.0287,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/6,0.0293,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/7,0.0289999999999999,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/8,0.0288,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/9,0.0288,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/10,0.0289,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/13,0.0289999999999999,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/14,0.0289999999999999,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/15,0.0291,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/16,0.0291,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/17,0.0292,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/20,0.0293,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/21,0.0292,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/22,0.0293,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/23,0.02912,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/24,0.0289999999999999,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/27,0.0292,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/28,0.0292,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/29,0.0294,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/30,0.0294,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/3/31,0.0294,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/4/3,0.0292,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/4/4,0.0292,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/4/5,0.0291,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/4/6,0.0294,#N/A,#N/A,922,Dividend100,CNY,CN10Y
2006/4/7,0.029291,#N/A,#N/A,922,Dividend100,CNY,CN10Y
